onetsoccode,Title,taskid,task,tasktype,incumbentsresponding,date,domainsource,scaleid,category,datavalue,n,standarderror,lowercibound,uppercibound,recommendsuppress
11-2033.00,Fundraising Managers,21249,"Contact corporate representatives, government officials, or community leaders to increase awareness of organizational causes, activities, or needs.",Core,55,08/2025,Incumbent,IM,n/a,3.76,42,0.1466,3.4602,4.0524,N
11-3012.00,Administrative Services Managers,21,Prepare and review operational reports and schedules to ensure accuracy and efficiency.,Core,133,07/2017,Incumbent,IM,n/a,3.71,103,0.1725,3.3670,4.0513,N
11-3012.00,Administrative Services Managers,23,"Acquire, distribute and store supplies.",Core,133,07/2017,Incumbent,IM,n/a,3.3800001,91,0.1064,3.1652,3.5878,N
11-3012.00,Administrative Services Managers,24,"Plan, administer, and control budgets for contracts, equipment, and supplies.",Supplemental,133,07/2017,Incumbent,IM,n/a,4.0599999,99,0.1059,3.8534,4.2736,N
11-3012.00,Administrative Services Managers,26,Hire and terminate clerical and administrative personnel.,Supplemental,133,07/2017,Incumbent,IM,n/a,3.95,74,0.1392,3.6695,4.2245,N
11-3012.00,Administrative Services Managers,30,Conduct classes to teach procedures to staff.,Core,134,07/2017,Incumbent,IM,n/a,3.1900001,96,0.1078,2.9783,3.4064,N
11-3012.00,Administrative Services Managers,20,Set goals and deadlines for the department.,Core,133,07/2017,Incumbent,IM,n/a,3.7,122,0.0807,3.5447,3.8643,N
11-3012.00,Administrative Services Managers,19,"Direct or coordinate the supportive services department of a business, agency, or organization.",Supplemental,133,07/2017,Incumbent,IM,n/a,3.9200001,94,0.1186,3.6832,4.1541,N
11-3012.00,Administrative Services Managers,22,"Analyze internal processes and recommend and implement procedural or policy changes to improve operations, such as supply changes or the disposal of records.",Core,134,07/2017,Incumbent,IM,n/a,3.3299999,122,0.0917,3.1501,3.5132,N
11-3013.00,Facilities Managers,21282,Set goals and deadlines for the department.,Core,95,08/2024,Incumbent,IM,n/a,3.98,88,0.1170,3.7492,4.2142,N
11-3013.00,Facilities Managers,21278,"Oversee the maintenance and repair of machinery, equipment, and electrical and mechanical systems.",Core,95,08/2024,Incumbent,IM,n/a,4.5,84,0.1000,4.3054,4.7030,N
11-3013.00,Facilities Managers,21277,"Oversee construction and renovation projects to improve efficiency and to ensure that facilities meet environmental, health, and security standards, and comply with government regulations.",Core,94,08/2024,Incumbent,IM,n/a,4.21,79,0.1176,3.9721,4.4403,N
11-3013.00,Facilities Managers,21281,Prepare and review operational reports and schedules to ensure accuracy and efficiency.,Core,94,08/2024,Incumbent,IM,n/a,3.72,84,0.1321,3.4550,3.9804,N
11-3013.00,Facilities Managers,21275,Manage leasing of facility space.,Supplemental,95,08/2024,Incumbent,IM,n/a,3.6199999,41,0.3713,2.8707,4.3715,N
11-3013.00,Facilities Managers,21279,"Participate in architectural and engineering planning and design, including space and installation management.",Core,94,08/2024,Incumbent,IM,n/a,4.04,73,0.1426,3.7597,4.3282,N
11-3013.00,Facilities Managers,21273,Conduct classes to teach procedures to staff.,Core,95,08/2024,Incumbent,IM,n/a,3.9200001,81,0.1695,3.5853,4.2601,N
11-3013.00,Facilities Managers,21276,"Monitor the facility to ensure that it remains safe, secure, and well-maintained.",Core,95,08/2024,Incumbent,IM,n/a,4.5500002,92,0.0975,4.3527,4.7398,N
11-3013.00,Facilities Managers,21274,"Dispose of, or oversee the disposal of, surplus or unclaimed property.",Core,96,08/2024,Incumbent,IM,n/a,3.04,65,0.1636,2.7106,3.3644,N
11-3013.00,Facilities Managers,21280,"Plan, administer, and control budgets for contracts, equipment, and supplies.",Core,94,08/2024,Incumbent,IM,n/a,4.0900002,85,0.1288,3.8369,4.3490,N
11-3013.00,Facilities Managers,21272,"Acquire, distribute and store supplies.",Core,96,08/2024,Incumbent,IM,n/a,3.47,79,0.1170,3.2348,3.7005,N
11-3013.01,Security Managers,21299,"Monitor and ensure a sound, ethical environment.",Core,20,08/2025,Occupational Expert,IM,n/a,3.8900001,18,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21286,"Communicate security status, updates, and actual or potential problems, using established protocols.",Core,20,08/2025,Occupational Expert,IM,n/a,3.8,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21283,"Analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",Core,20,08/2025,Occupational Expert,IM,n/a,4.1999998,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21294,"Develop, conduct, support, or assist in governmental reviews, internal corporate evaluations, or assessments of the overall effectiveness of facility and personnel security processes.",Core,20,08/2025,Occupational Expert,IM,n/a,3.55,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21300,"Monitor security policies, programs or procedures to ensure compliance with internal security policies, or applicable government security requirements, policies, and directives.",Core,20,08/2025,Occupational Expert,IM,n/a,3.95,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21305,"Respond to medical emergencies, bomb threats, fire alarms, or intrusion alarms, following emergency response procedures.",Core,20,08/2025,Occupational Expert,IM,n/a,4.3000002,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21287,Conduct physical examinations of property to ensure compliance with security policies and regulations.,Core,20,08/2025,Occupational Expert,IM,n/a,4,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21291,Develop budgets for security operations.,Core,20,08/2025,Occupational Expert,IM,n/a,4.6500001,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21284,Assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,Core,20,08/2025,Occupational Expert,IM,n/a,4.1999998,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21296,"Develop, recommend, or manage security procedures for operations or processes, such as security call centers, access control, and reporting tools.",Core,20,08/2025,Occupational Expert,IM,n/a,4.0999999,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21290,"Create or implement security standards, policies, and procedures.",Core,20,08/2025,Occupational Expert,IM,n/a,4.1999998,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21306,Review financial reports to ensure efficiency and quality of security operations.,Core,20,08/2025,Occupational Expert,IM,n/a,3.55,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21292,"Develop or manage investigation programs, including collection and preservation of video and notes of surveillance processes or investigative interviews.",Core,20,08/2025,Occupational Expert,IM,n/a,3.74,19,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21285,"Attend meetings, professional seminars, or conferences to keep abreast of changes in executive legislative directives or new technologies impacting security operations.",Core,20,08/2025,Occupational Expert,IM,n/a,3.6500001,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21308,Support efforts to reduce substance abuse or other illegal activities in the workplace.,Core,20,08/2025,Occupational Expert,IM,n/a,3.4100001,17,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21288,"Conduct threat or vulnerability analyses to determine probable frequency, criticality, consequence, or severity of natural or man-made disasters or criminal activity on the organization's profitability or delivery of products or services.",Core,20,08/2025,Occupational Expert,IM,n/a,4.0500002,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21304,"Purchase security-related supplies, equipment, or technology.",Core,20,08/2025,Occupational Expert,IM,n/a,3.6500001,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21307,"Supervise or provide leadership to subordinate security professionals, performing activities such as hiring, investigating applicants' backgrounds, training, assigning work, evaluating performance, or disciplining.",Core,20,08/2025,Occupational Expert,IM,n/a,4.1100001,19,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21303,"Prepare reports or make presentations on internal investigations, losses, or violations of regulations, policies and procedures.",Core,20,08/2025,Occupational Expert,IM,n/a,3.7,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21297,Direct or participate in emergency management and contingency planning.,Core,20,08/2025,Occupational Expert,IM,n/a,4.5,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21301,Plan security for special and high-risk events.,Core,20,08/2025,Occupational Expert,IM,n/a,4.0599999,18,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21310,"Write or review security-related documents, such as incident reports, proposals, and tactical or strategic initiatives.",Core,20,08/2025,Occupational Expert,IM,n/a,3.8,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21309,Train subordinate security professionals or other organization members in security rules and procedures.,Core,20,08/2025,Occupational Expert,IM,n/a,3.75,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21302,"Plan, direct, or coordinate security activities to safeguard company employees, guests, or others on company property.",Core,20,08/2025,Occupational Expert,IM,n/a,4.5500002,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21295,"Develop, implement, manage, or evaluate policies and methods to protect personnel against harassment, threats, or violence.",Core,20,08/2025,Occupational Expert,IM,n/a,4.1100001,19,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21298,"Identify, investigate, or resolve security breaches.",Core,20,08/2025,Occupational Expert,IM,n/a,4.5999999,20,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21289,"Coordinate security operations or activities with public law enforcement, fire and other agencies.",Core,20,08/2025,Occupational Expert,IM,n/a,3.95,19,n/a,n/a,n/a,n/a
11-3013.01,Security Managers,21293,"Develop, arrange for, perform, or assess executive protection activities to reduce security risks.",Core,20,08/2025,Occupational Expert,IM,n/a,3.6099999,18,n/a,n/a,n/a,n/a
11-3021.00,Computer and Information Systems Managers,972,Review and approve all systems charts and programs prior to their implementation.,Core,76,07/2016,Incumbent,IM,n/a,3.6800001,66,0.1534,3.3744,3.9871,N
11-3021.00,Computer and Information Systems Managers,970,Stay abreast of advances in technology.,Core,76,07/2016,Incumbent,IM,n/a,3.8800001,76,0.2144,3.4552,4.3093,N
11-3021.00,Computer and Information Systems Managers,969,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",Core,76,07/2016,Incumbent,IM,n/a,4.04,69,0.1152,3.8065,4.2661,N
11-3021.00,Computer and Information Systems Managers,973,"Evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.",Core,76,07/2016,Incumbent,IM,n/a,3.7,75,0.2499,3.1996,4.1956,N
11-3021.00,Computer and Information Systems Managers,979,Evaluate data processing proposals to assess project feasibility and requirements.,Core,76,07/2016,Incumbent,IM,n/a,3.5899999,60,0.1565,3.2813,3.9076,N
11-3021.00,Computer and Information Systems Managers,967,"Consult with users, management, vendors, and technicians to assess computing needs and system requirements.",Core,76,07/2016,Incumbent,IM,n/a,3.8499999,72,0.1389,3.5694,4.1233,N
11-3021.00,Computer and Information Systems Managers,977,"Recruit, hire, train and supervise staff, or participate in staffing decisions.",Core,76,07/2016,Incumbent,IM,n/a,3.8800001,73,0.1489,3.5861,4.1798,N
11-3021.00,Computer and Information Systems Managers,971,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",Core,76,07/2016,Incumbent,IM,n/a,3.9400001,68,0.1853,3.5749,4.3145,N
11-3021.00,Computer and Information Systems Managers,975,"Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.",Core,76,07/2016,Incumbent,IM,n/a,4.0999999,73,0.1067,3.8874,4.3127,N
11-3021.00,Computer and Information Systems Managers,981,Purchase necessary equipment.,Core,76,07/2016,Incumbent,IM,n/a,3.3900001,67,0.2196,2.9466,3.8235,N
11-3021.00,Computer and Information Systems Managers,974,Control operational budget and expenditures.,Core,76,07/2016,Incumbent,IM,n/a,3.53,68,0.2315,3.0709,3.9951,N
11-3021.00,Computer and Information Systems Managers,15198,Provide users with technical support for computer problems.,Core,76,07/2016,Incumbent,IM,n/a,3.99,70,0.1114,3.7639,4.2083,N
11-3021.00,Computer and Information Systems Managers,966,"Manage backup, security and user help systems.",Supplemental,76,07/2016,Incumbent,IM,n/a,4.1900001,60,0.2026,3.7807,4.5916,N
11-3021.00,Computer and Information Systems Managers,968,"Direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.",Core,76,07/2016,Incumbent,IM,n/a,4.1100001,74,0.1316,3.8482,4.3730,N
11-3021.00,Computer and Information Systems Managers,976,"Develop and interpret organizational goals, policies, and procedures.",Core,76,07/2016,Incumbent,IM,n/a,3.7,72,0.1662,3.3703,4.0331,N
11-3021.00,Computer and Information Systems Managers,980,Prepare and review operational reports or project progress reports.,Core,76,07/2016,Incumbent,IM,n/a,3.6300001,74,0.2070,3.2173,4.0423,N
11-3021.00,Computer and Information Systems Managers,978,Review project plans to plan and coordinate project activity.,Core,75,07/2016,Incumbent,IM,n/a,4.0799999,74,0.1390,3.8032,4.3574,N
11-3031.00,Financial Managers,21313,Recruit staff members.,Core,60,08/2022,Incumbent,IM,n/a,3.78,50,0.2148,3.3434,4.2068,N
11-3031.00,Financial Managers,21320,"Prepare financial or regulatory reports required by laws, regulations, or boards of directors.",Supplemental,61,08/2022,Incumbent,IM,n/a,4.04,25,0.2498,3.5282,4.5592,N
11-3031.00,Financial Managers,21327,"Establish procedures for custody or control of assets, records, loan collateral, or securities to ensure safekeeping.",Supplemental,61,08/2022,Incumbent,IM,n/a,4.3800001,29,0.1880,3.9913,4.7613,N
11-3031.00,Financial Managers,21316,Oversee training programs.,Core,61,08/2022,Incumbent,IM,n/a,3.47,43,0.3517,2.7607,4.1804,N
11-3031.00,Financial Managers,21319,Oversee the flow of cash or financial instruments.,Core,60,08/2022,Incumbent,IM,n/a,4.1999998,38,0.1488,3.9024,4.5055,N
